EOS,sigma,Lambda1p4_GR,Lambda1p4_median,Lambda1p4_p5,Lambda1p4_p95,DeltaLambda1p4_median,DeltaLambda1p4_p5,DeltaLambda1p4_p95,mc_samples
SLy,0.05608040201005025,455.0502509224901,478.0897242240795,445.48153630978277,511.9758136153265,23.039473301589418,-9.568714612707312,56.9255626928364,1000
SLy,0.05638190954773869,455.0502509224901,478.4311953570069,444.6760876414097,512.7684461435272,23.38094443451685,-10.37416328108037,57.71819522103714,1000
SLy,0.05668341708542713,455.0502509224901,478.67895952592676,444.03212342229705,513.6166314776746,23.6287086034367,-11.01812750019301,58.56638055518448,1000
SLy,0.05698492462311557,455.0502509224901,478.856405665908,443.7611744645639,514.1477095259502,23.80615474341794,-11.289076457926154,59.09745860346008,1000
SLy,0.057286432160804014,455.0502509224901,478.9602212743638,443.1309715978454,514.6300390437369,23.909970351873717,-11.919279324644645,59.57978812124683,1000
SLy,0.057587939698492456,455.0502509224901,478.8735599761179,442.8229642067345,515.2431144345943,23.823309053627828,-12.227286715755552,60.19286351210424,1000
SLy,0.0578894472361809,455.0502509224901,479.0211527936024,442.5171253558654,515.862807424116,23.970901871112368,-12.53312556662468,60.81255650162588,1000
SLy,0.05819095477386934,455.0502509224901,479.2719080677598,442.22127102998286,517.3474654457684,24.221657145269717,-12.828979892507196,62.2972145232784,1000
SLy,0.05849246231155778,455.0502509224901,479.47422970069016,441.7760849701012,518.2808223336174,24.423978778200063,-13.274165952388895,63.23057141112725,1000
SLy,0.05879396984924622,455.0502509224901,480.0375129831622,441.1832081405621,519.210213633547,24.98726206067208,-13.867042781927982,64.15996271105692,1000
SLy,0.059095477386934665,455.0502509224901,480.4249690877027,440.4179764395166,520.147175819013,25.374718165212634,-14.632274482973443,65.09692489652296,1000
SLy,0.05939698492462311,455.0502509224901,480.3782113045171,439.60468788428506,521.090995378355,25.32796038202701,-15.445563038205007,66.04074445586494,1000
SLy,0.05969849246231155,455.0502509224901,480.55718737868204,439.01219736681765,521.9366645291435,25.50693645619196,-16.03805355567241,66.88641360665342,1000
SLy,0.06,455.0502509224901,480.69193953064166,437.89423472860966,522.3047178345831,25.641688608151558,-17.156016193880422,67.25446691209308,1000
AP4,0.0,540.1196408002265,540.336686136665,494.22310505266466,586.1004713284801,0.21704533643847146,-45.896535747561884,45.98083052825355,1000
AP4,0.0003015075376884422,540.1196408002265,539.4721657701435,494.0351489056154,584.6449715681533,-0.6474750300830107,-46.08449189461113,44.52533076792676,1000
AP4,0.0006030150753768844,540.1196408002265,538.6841238228569,493.71522535292564,582.4131204074008,-1.435516977369601,-46.404415447300906,42.29347960717433,1000
AP4,0.0009045226130653265,540.1196408002265,538.1498076186533,493.4822652890502,580.5145511474891,-1.9698331815732568,-46.637375511176344,40.3949103472626,1000
AP4,0.0012060301507537687,540.1196408002265,537.5817371504256,493.34438049336984,578.9828404149549,-2.5379036498009473,-46.7752603068567,38.86319961472834,1000
AP4,0.001507537688442211,540.1196408002265,536.6603584259967,493.22850962910894,577.8627975480218,-3.459282374229831,-46.8911311711176,37.74315674779525,1000
AP4,0.001809045226130653,540.1196408002265,536.1395523343932,493.575864487351,576.41366040434,-3.9800884658332754,-46.54377631287554,36.29401960411354,1000
AP4,0.002110552763819095,540.1196408002265,535.6399126361407,493.55375730462515,574.8418531183752,-4.479728164085808,-46.56588349560136,34.72221231814868,1000
AP4,0.0024120603015075374,540.1196408002265,534.864204937562,493.51417254760213,573.801336063171,-5.2554358626644975,-46.605468252624384,33.68169526294451,1000
AP4,0.0027135678391959797,540.1196408002265,534.1091585363388,493.4664502186104,572.7750962993352,-6.0104822638877184,-46.6531905816161,32.65545549910868,1000
AP4,0.003015075376884422,540.1196408002265,533.265832362945,492.94932181937725,571.2523820323486,-6.853808437281436,-47.17031898084928,31.132741232122093,1000
AP4,0.003316582914572864,540.1196408002265,532.5331848397643,492.97252967636166,570.3686086293251,-7.586455960462204,-47.147111123864896,30.2489678290986,1000
AP4,0.003618090452261306,540.1196408002265,531.7394679857244,493.2258423602379,569.0649277180734,-8.380172814502096,-46.89379843998866,28.945286917846854,1000
AP4,0.003919597989949748,540.1196408002265,530.9137943148065,493.2635073091649,567.9475959487993,-9.205846485420038,-46.85613349106164,27.827955148572766,1000
AP4,0.00422110552763819,540.1196408002265,530.0972618608752,493.3622125866164,566.6467656287775,-10.022378939351348,-46.75742821361015,26.527124828551035,1000
AP4,0.004522613065326633,540.1196408002265,529.3487835671697,493.10270218035873,565.5595982341154,-10.770857233056901,-47.01693861986777,25.439957433888807,1000
AP4,0.004824120603015075,540.1196408002265,528.6181260916846,492.4996396565562,563.8257670553387,-11.501514708541887,-47.620001143670336,23.706126255112157,1000
AP4,0.005125628140703517,540.1196408002265,528.0215385412243,492.09995209639806,562.5516560882133,-12.098102259002209,-48.0196887038285,22.432015287986815,1000
AP4,0.005427135678391959,540.1196408002265,527.3316008283712,491.9630666013286,561.3830644957684,-12.788039971855357,-48.15657419889792,21.263423695541853,1000
AP4,0.005728643216080401,540.1196408002265,526.698718553303,491.69097256508513,560.3311008551516,-13.420922246923524,-48.42866823514141,20.211460054925052,1000
AP4,0.006030150753768844,540.1196408002265,526.0463096812754,491.4517581532954,559.2392845380673,-14.07333111895117,-48.667882646931176,19.11964373784078,1000
AP4,0.006331658291457286,540.1196408002265,525.35987297784,491.129607192929,558.1865701943603,-14.7597678223865,-48.99003360729756,18.06692939413378,1000
AP4,0.006633165829145728,540.1196408002265,524.6275056411685,490.5576283594486,557.2177852057713,-15.492135159058066,-49.56201244077796,17.09814440554475,1000
AP4,0.00693467336683417,540.1196408002265,523.9757572805546,489.7296788370706,556.2270621686837,-16.14388351967193,-50.38996196315592,16.107421368457153,1000
AP4,0.007236180904522612,540.1196408002265,523.3031331511265,488.90916964917835,555.1886249826853,-16.816507649100018,-51.2104711510482,15.068984182458763,1000
AP4,0.007537688442211054,540.1196408002265,522.7008445642189,488.4110265307462,553.9978226972289,-17.418796236007715,-51.70861426948035,13.878181897002333,1000
AP4,0.007839195979899497,540.1196408002265,521.770823619754,488.1388992546023,552.960441153188,-18.34881718047255,-51.98074154562423,12.840800352961418,1000
AP4,0.008140703517587939,540.1196408002265,521.0491645178415,487.75911062686686,552.0108910213892,-19.07047628238498,-52.36053017335967,11.891250221162583,1000
AP4,0.00844221105527638,540.1196408002265,520.4920346752317,487.50636302694915,550.9809891805609,-19.627606124994823,-52.61327777327739,10.861348380334286,1000
AP4,0.008743718592964822,540.1196408002265,519.8672190386345,487.10693936984273,549.9449037710824,-20.25242176159199,-53.01270143038383,9.825262970855851,1000
AP4,0.009045226130653266,540.1196408002265,518.9826443974854,486.46487165908417,548.9233381496136,-21.136996402741097,-53.654769141142374,8.803697349387079,1000
AP4,0.009346733668341708,540.1196408002265,518.1998382001813,486.150687407154,547.7810310846213,-21.91980260004528,-53.96895339307253,7.661390284394799,1000
AP4,0.00964824120603015,540.1196408002265,517.377078323167,485.78806060225224,546.8984484781967,-22.74256247705954,-54.33158019797428,6.778807677970103,1000
AP4,0.009949748743718591,540.1196408002265,516.7410974145141,485.3373190518712,545.7264551159094,-23.378543385712398,-54.78232174835533,5.606814315682864,1000
AP4,0.010251256281407033,540.1196408002265,515.8330854683053,484.7964717041233,544.702483613208,-24.2865553319213,-55.32316909610326,4.582842812981384,1000
AP4,0.010552763819095477,540.1196408002265,514.9657198035165,484.33734339401906,544.077395578031,-25.153920996710035,-55.78229740620748,3.9577547778044906,1000
AP4,0.010854271356783919,540.1196408002265,514.2355133689242,483.7680578262801,543.1238543073072,-25.884127431302296,-56.351582973946435,3.0042135070806046,1000
AP4,0.01115577889447236,540.1196408002265,513.5498774025551,483.08922556469236,542.1894680905212,-26.569763397671437,-57.03041523553419,2.069827290294656,1000
AP4,0.011457286432160802,540.1196408002265,513.064784228225,482.332499858605,541.7655824742367,-27.054856572001533,-57.78714094162152,1.645941674010166,1000
AP4,0.011758793969849244,540.1196408002265,512.3050098460351,482.04790924917756,541.1323860705128,-27.814630954191486,-58.07173155104894,1.0127452702862088,1000
AP4,0.012060301507537688,540.1196408002265,511.54637647195705,481.4835653276158,540.3380229074538,-28.57326432826948,-58.636075472610734,0.2183821072273026,1000
AP4,0.01236180904522613,540.1196408002265,510.83838468532946,480.9334992504543,539.2784646892339,-29.281256114897072,-59.18614154977221,-0.8411761109925974,1000
AP4,0.012663316582914572,540.1196408002265,509.9764148159042,480.4607868792179,538.0637274242284,-30.143225984322314,-59.658853921008635,-2.055913375998096,1000
AP4,0.012964824120603013,540.1196408002265,509.3081166296729,479.9886184080561,537.2000728702575,-30.81152417055364,-60.13102239217045,-2.9195679299690056,1000
AP4,0.013266331658291455,540.1196408002265,508.585509290666,479.26377834568297,536.617948039046,-31.534131509560552,-60.85586245454357,-3.5016927611805055,1000
AP4,0.013567839195979897,540.1196408002265,508.0671722736567,478.4246926916765,535.5581677757938,-32.052468526569854,-61.69494810855,-4.561473024432812,1000
AP4,0.01386934673366834,540.1196408002265,507.4112693366622,477.3309424429457,535.12028025935,-32.70837146356435,-62.78869835728085,-4.999360540876568,1000
AP4,0.014170854271356783,540.1196408002265,506.7472525726964,476.64315552644973,534.3218719631805,-33.372388227530095,-63.47648527377681,-5.797768837046039,1000
AP4,0.014472361809045224,540.1196408002265,505.8620044162725,475.79349580981324,533.6846442399939,-34.257636383954065,-64.32614499041331,-6.434996560232619,1000
AP4,0.014773869346733666,540.1196408002265,505.2121521340014,475.03727212627246,533.0147376614285,-34.907488666225106,-65.08236867395406,-7.104903138798048,1000
AP4,0.015075376884422108,540.1196408002265,504.50186775782123,474.25748608164577,532.1734487711434,-35.61777304240532,-65.8621547185808,-7.94619202908315,1000
AP4,0.015376884422110552,540.1196408002265,503.75781188411554,473.5354944842029,531.546889336288,-36.361828916111,-66.58414631602362,-8.572751463938568,1000
AP4,0.015678391959798994,540.1196408002265,503.0863289184327,472.7936042929183,531.234993582265,-37.03331188179385,-67.3260365073082,-8.884647217961486,1000
AP4,0.015979899497487435,540.1196408002265,502.37998676978987,472.1269451832155,530.5139479944045,-37.7396540304367,-67.99269561701101,-9.605692805822038,1000
AP4,0.016281407035175877,540.1196408002265,501.72270086747807,471.4382556131323,529.7957355712093,-38.396939932748474,-68.68138518709425,-10.3239052290172,1000
AP4,0.01658291457286432,540.1196408002265,501.11332545447203,470.79750075947914,529.2568133322831,-39.00631534575449,-69.32214004074741,-10.862827467943477,1000
AP4,0.01688442211055276,540.1196408002265,500.35123137285996,470.24355138302553,528.7643665110872,-39.76840942736659,-69.87608941720102,-11.355274289139302,1000
AP4,0.017185929648241203,540.1196408002265,499.4654304505939,469.37505516569206,528.4256521698369,-40.65421034963268,-70.74458563453447,-11.69398863038965,1000
AP4,0.017487437185929645,540.1196408002265,498.79359743273415,468.33955490709326,527.8691386657966,-41.32604336749236,-71.78008589313329,-12.2505021344299,1000
AP4,0.01778894472361809,540.1196408002265,498.0989285964336,467.5856281258422,526.9231648930541,-42.020712203792925,-72.53401267438433,-13.196475907172374,1000
AP4,0.018090452261306532,540.1196408002265,497.4436014040195,466.76627401572034,526.2870853627969,-42.67603939620703,-73.35336678450622,-13.832555437429619,1000
AP4,0.018391959798994974,540.1196408002265,496.6547977260777,465.91446706601556,525.6465731783675,-43.464843074148845,-74.20517373421099,-14.473067621859034,1000
AP4,0.018693467336683416,540.1196408002265,495.9609554725279,465.1639087868568,525.0327526070602,-44.15868532769862,-74.95573201336974,-15.086888193166335,1000
AP4,0.018994974874371857,540.1196408002265,495.19525903643523,464.39209178567455,524.4869395374725,-44.92438176379129,-75.72754901455197,-15.63270126275404,1000
AP4,0.0192964824120603,540.1196408002265,494.4744830697684,463.6337524022146,523.8291628741703,-45.645157730458145,-76.48588839801194,-16.290477926056234,1000
AP4,0.01959798994974874,540.1196408002265,493.699593953287,462.5656852340121,523.0372373956714,-46.420046846939556,-77.55395556621441,-17.082403404555183,1000
AP4,0.019899497487437183,540.1196408002265,492.92126182649343,461.9867220294939,522.3750878288874,-47.198378973733114,-78.13291877073269,-17.744552971339104,1000
AP4,0.020201005025125625,540.1196408002265,492.19348698200315,461.21675799269576,521.6919724877315,-47.9261538182234,-78.90288280753077,-18.427668312495076,1000
AP4,0.020502512562814067,540.1196408002265,491.4260825182332,460.12124543458935,521.0151276302458,-48.693558281993326,-79.99839536563715,-19.104513169980716,1000
AP4,0.02080402010050251,540.1196408002265,490.8250890078934,459.3249221025442,520.3413268335372,-49.294551792333166,-80.79471869768233,-19.778313966689353,1000
AP4,0.021105527638190954,540.1196408002265,490.0815464060107,458.72351940365814,519.6324869120588,-50.03809439421584,-81.3961213965684,-20.48715388816781,1000
AP4,0.021407035175879396,540.1196408002265,489.3505326101621,458.041377185188,518.9784892796222,-50.76910819006443,-82.07826361503854,-21.14115152060433,1000
AP4,0.021708542713567838,540.1196408002265,488.48428885623787,457.0914190239284,518.3206186010854,-51.63535194398864,-83.02822177629817,-21.799022199141184,1000
AP4,0.02201005025125628,540.1196408002265,487.7833947664727,456.35645930769937,517.7019927692971,-52.33624603375384,-83.76318149252717,-22.41764803092935,1000
AP4,0.02231155778894472,540.1196408002265,487.13731693198986,455.6499094488007,517.0516908377032,-52.982323868236676,-84.46973135142582,-23.067949962523333,1000
AP4,0.022613065326633163,540.1196408002265,486.4274670621405,454.8990114476979,516.3886691567642,-53.69217373808604,-85.22062935252865,-23.7309716434623,1000
AP4,0.022914572864321605,540.1196408002265,485.8634413528653,454.17630573174495,515.7166332619178,-54.256199447361226,-85.94333506848162,-24.403007538308795,1000
AP4,0.023216080402010047,540.1196408002265,485.1059453737868,453.2961355251933,515.0396350630027,-55.01369542643972,-86.82350527503326,-25.080005737223804,1000
AP4,0.02351758793969849,540.1196408002265,484.37755221640214,452.43836462957745,514.3767477790441,-55.74208858382437,-87.68127617064907,-25.74289302118248,1000
AP4,0.02381909547738693,540.1196408002265,483.68804390858304,451.63693484775354,513.8276322244195,-56.43159689164351,-88.482705952473,-26.292008575807035,1000
AP4,0.024120603015075376,540.1196408002265,482.97969570443206,450.6560085668046,513.3267596079902,-57.13994509579446,-89.46363223342196,-26.792881192236358,1000
AP4,0.024422110552763818,540.1196408002265,482.2334486327379,449.7073201359921,512.6325447732019,-57.886192167488595,-90.41232066423443,-27.487096027024712,1000
AP4,0.02472361809045226,540.1196408002265,481.39375322025495,449.00065444222946,512.1704516164956,-58.72588757997159,-91.11898635799709,-27.949189183730944,1000
AP4,0.0250251256281407,540.1196408002265,480.4771235229075,448.3705971984747,511.49209171579344,-59.64251727731906,-91.74904360175184,-28.627549084433113,1000
AP4,0.025326633165829143,540.1196408002265,479.7552096730887,447.740514898534,511.02777101283846,-60.36443112713782,-92.37912590169253,-29.091869787388063,1000
AP4,0.025628140703517585,540.1196408002265,478.8874792365466,447.1146310151287,510.33365954432384,-61.23216156367994,-93.00500978509788,-29.7859812559027,1000
AP4,0.025929648241206027,540.1196408002265,478.0874035657246,446.41816767778846,509.454606102509,-62.03223723450192,-93.70147312243806,-30.665034697717555,1000
AP4,0.02623115577889447,540.1196408002265,477.28245710631177,445.56035733769903,508.71210799099754,-62.83718369391474,-94.55928346252752,-31.407532809228968,1000
AP4,0.02653266331658291,540.1196408002265,476.53483958936783,444.9481564400215,507.97147034173724,-63.58480121085867,-95.17148436020507,-32.14817045848926,1000
AP4,0.026834170854271353,540.1196408002265,475.7870701691927,444.43470788762727,507.45085945084617,-64.3325706310338,-95.68493291259925,-32.66878134938035,1000
AP4,0.027135678391959794,540.1196408002265,474.9719735702532,443.61748232630333,506.9230733010443,-65.14766722997334,-96.50215847392322,-33.1965674991822,1000
AP4,0.02743718592964824,540.1196408002265,474.1348425655707,442.8073532887742,506.26458032254027,-65.98479823465587,-97.31228751145233,-33.855060477686294,1000
AP4,0.02773869346733668,540.1196408002265,473.3022543794849,442.0931172948047,505.56130679104865,-66.8173864207416,-98.02652350542182,-34.55833400917789,1000
AP4,0.028040201005025123,540.1196408002265,472.57576259484586,441.4244725371486,504.8503231577138,-67.54387820538065,-98.69516826307796,-35.269317642512775,1000
AP4,0.028341708542713565,540.1196408002265,471.83281594830765,440.64233587004463,504.1237292046313,-68.28682485191888,-99.47730493018192,-35.99591159559527,1000
AP4,0.028643216080402007,540.1196408002265,471.01688229976,440.00727752055496,503.70779700347725,-69.1027585004665,-100.11236327967158,-36.41184379674927,1000
AP4,0.02894472361809045,540.1196408002265,470.30898530241615,439.19923852002717,503.1201516577572,-69.81065549781037,-100.92040228019937,-36.99948914246932,1000
AP4,0.02924623115577889,540.1196408002265,469.55434999040585,438.2539220559022,502.36484688874737,-70.5652908098207,-101.86571874432435,-37.75479391147918,1000
AP4,0.029547738693467333,540.1196408002265,468.7287779925749,437.7398493172128,501.6052648679905,-71.39086280765162,-102.37979148301375,-38.51437593223601,1000
AP4,0.029849246231155774,540.1196408002265,468.0190279931792,437.06620317324325,500.96154169962256,-72.10061280704738,-103.05343762698325,-39.15809910060397,1000
AP4,0.030150753768844216,540.1196408002265,467.2998328166714,436.0649599036613,500.21314624315175,-72.81980798355512,-104.05468089656524,-39.90649455707475,1000
AP4,0.030452261306532658,540.1196408002265,466.68948208324434,435.06977383977136,499.3008552952383,-73.43015871698216,-105.04986696045518,-40.818785504988256,1000
AP4,0.030753768844221104,540.1196408002265,466.1181273843042,434.2955370354536,498.67979591473215,-74.00151341592235,-105.82410376477291,-41.439844885494395,1000
AP4,0.031055276381909545,540.1196408002265,465.4464722569654,433.57027392368315,497.95974091788156,-74.67316854326108,-106.5493668765434,-42.15989988234499,1000
AP4,0.03135678391959799,540.1196408002265,464.76327443470166,432.84132252599227,497.32386068847376,-75.3563663655249,-107.27831827423428,-42.7957801117528,1000
AP4,0.03165829145728643,540.1196408002265,464.00252611561706,432.1167218261313,496.4937260941117,-76.11711468460948,-108.00291897409522,-43.625914706114855,1000
AP4,0.03195979899497487,540.1196408002265,463.1926651067743,431.3996444344926,495.84576815827234,-76.92697569345223,-108.71999636573395,-44.27387264195421,1000
AP4,0.03226130653266331,540.1196408002265,462.41856401015923,430.6900903510761,495.04432878296745,-77.70107679006733,-109.42955044915044,-45.07531201725905,1000
AP4,0.032562814070351755,540.1196408002265,461.7863611933599,429.8169762148112,494.2345892683175,-78.33327960686665,-110.30266458541537,-45.885051531909035,1000
AP4,0.032864321608040196,540.1196408002265,461.0495942645197,428.9498148978552,493.61407291144644,-79.07004653570681,-111.1698259023713,-46.505567888780064,1000
AP4,0.03316582914572864,540.1196408002265,460.3506673355211,428.4416306123038,492.9923591933299,-79.76897346470544,-111.67801018792272,-47.12728160689662,1000
AP4,0.03346733668341708,540.1196408002265,459.59936662380414,427.96080098876763,492.20973123983777,-80.52027417642239,-112.15883981145892,-47.90990956038878,1000
AP4,0.03376884422110552,540.1196408002265,458.7811961420298,427.1503842178903,491.26192445477824,-81.33844465819678,-112.96925658233621,-48.85771634544829,1000
AP4,0.034070351758793964,540.1196408002265,458.15608925289456,426.1698570648102,490.5199831292006,-81.96355154733197,-113.94978373541637,-49.599657671025916,1000
AP4,0.034371859296482406,540.1196408002265,457.38473894132727,425.29397647981693,489.8108007071864,-82.73490185889926,-114.8256643204096,-50.30884009304014,1000
AP4,0.03467336683417085,540.1196408002265,456.6407464495142,424.56146688950207,489.0743825965095,-83.47889435071234,-115.55817391072445,-51.045258203717,1000
AP4,0.03497487437185929,540.1196408002265,455.9154987858514,423.97907492222237,488.2539082826473,-84.20414201437512,-116.1405658780042,-51.86573251757927,1000
AP4,0.03527638190954773,540.1196408002265,455.2102550188469,423.3560684336853,487.58568867266644,-84.90938578137964,-116.76357236654124,-52.533952127560084,1000
AP4,0.03557788944723618,540.1196408002265,454.49989902433356,422.6491190628365,486.8309167437445,-85.61974177589295,-117.47052173739003,-53.28872405648198,1000
AP4,0.03587939698492462,540.1196408002265,453.7225039700311,421.8610332622243,485.9403694154553,-86.39713683019548,-118.25860753800224,-54.179271384771255,1000
AP4,0.036180904522613064,540.1196408002265,453.1570682865579,421.07847745050736,485.04022344434236,-86.96257251366862,-119.04116334971916,-55.079417355884175,1000
AP4,0.036482412060301506,540.1196408002265,452.40213974799036,420.3540291216694,484.3070574218788,-87.71750105223619,-119.76561167855715,-55.81258337834773,1000
AP4,0.03678391959798995,540.1196408002265,451.68316855501484,419.78847637350094,483.4561904763184,-88.43647224521169,-120.3311644267256,-56.663450323908116,1000
AP4,0.03708542713567839,540.1196408002265,451.0450387367655,418.9784593090993,482.9884526582982,-89.07460206346103,-121.14118149112718,-57.13118814192834,1000
AP4,0.03738693467336683,540.1196408002265,450.3578660311515,418.23657203748286,482.00301902283314,-89.761774769075,-121.88306876274366,-58.11662177739337,1000
AP4,0.03768844221105527,540.1196408002265,449.6595398211058,417.47825489562206,480.83996923619685,-90.46010097912074,-122.64138590460446,-59.279671564029684,1000
AP4,0.037989949748743715,540.1196408002265,448.8960909708543,416.6626157375845,479.95042863503517,-91.22354982937225,-123.45702506264207,-60.169212165191354,1000
AP4,0.03829145728643216,540.1196408002265,448.1311640577659,416.18953403796013,478.94650868851346,-91.98847674246062,-123.93010676226639,-61.173132111713066,1000
AP4,0.0385929648241206,540.1196408002265,447.3542547607748,415.5381192405689,477.8627927869185,-92.76538603945176,-124.58152155965762,-62.256848013308066,1000
AP4,0.03889447236180904,540.1196408002265,446.60043994337923,414.90350553194094,476.8270643165984,-93.51920085684732,-125.21613526828558,-63.29257648362813,1000
AP4,0.03919597989949748,540.1196408002265,446.02507128085534,414.4407867933682,476.0819556031395,-94.09456951937118,-125.67885400685832,-64.03768519708707,1000
AP4,0.039497487437185924,540.1196408002265,445.21969140183546,413.668194906252,475.082038560157,-94.8999493983911,-126.45144589397452,-65.03760224006956,1000
AP4,0.039798994974874366,540.1196408002265,444.5574333502867,413.0417487196338,474.06590016060164,-95.56220744993982,-127.07789208059273,-66.0537406396249,1000
AP4,0.04010050251256281,540.1196408002265,443.76426166451665,412.1416116514634,473.04355304801413,-96.35537913570991,-127.97802914876313,-67.07608775221237,1000
AP4,0.04040201005025125,540.1196408002265,442.91174756811887,411.24163191395985,472.0149972223945,-97.20789323210766,-128.87800888626668,-68.104643577832,1000
AP4,0.04070351758793969,540.1196408002265,442.01589061175235,410.8105058626776,471.09635743385,-98.1037501884742,-129.30913493754898,-69.02328336637655,1000
AP4,0.04100502512562813,540.1196408002265,441.1655690345257,410.03733779549833,470.28577145121096,-98.95407176570085,-130.0823030047282,-69.83386934901554,1000
AP4,0.041306532663316575,540.1196408002265,440.4448325705752,409.5506115633825,469.4999588419225,-99.6748082296513,-130.569029236844,-70.61968195830407,1000
AP4,0.04160804020100502,540.1196408002265,439.8166326073278,409.2033126110857,468.6696984440348,-100.30300819289876,-130.91632818914078,-71.44994235619174,1000
AP4,0.041909547738693466,540.1196408002265,439.074029825774,408.6551022501212,467.810861685242,-101.04561097445254,-131.46453855010532,-72.30877911498456,1000
AP4,0.04221105527638191,540.1196408002265,438.3429217738918,408.17610814848433,467.0135278727222,-101.77671902633469,-131.94353265174217,-73.10611292750431,1000
AP4,0.04251256281407035,540.1196408002265,437.7228571219397,407.7281662339073,466.05943274728486,-102.39678367828682,-132.39147456631923,-74.06020805294169,1000
AP4,0.04281407035175879,540.1196408002265,436.9435953045672,407.3011093176582,465.15281995467166,-103.17604549565934,-132.81853148256837,-74.96682084555489,1000
AP4,0.04311557788944723,540.1196408002265,436.2358167845362,406.84219361898806,464.17360203819203,-103.88382401569034,-133.27744718123847,-75.9460387620345,1000
AP4,0.043417085427135675,540.1196408002265,435.39419791311394,406.2248202219708,463.3887305336934,-104.72544288711258,-133.89482057825575,-76.73091026653316,1000
AP4,0.04371859296482412,540.1196408002265,434.67228461760084,405.68475928815747,462.5224359201019,-105.4473561826257,-134.4348815120691,-77.59720488012464,1000
AP4,0.04402010050251256,540.1196408002265,433.8941805996823,405.1600565077747,461.67511323638496,-106.22546020054423,-134.95958429245186,-78.44452756384158,1000
AP4,0.044321608040201,540.1196408002265,433.0755797221303,404.46669407863834,460.89184286735826,-107.0440610780962,-135.6529467215882,-79.22779793286827,1000
AP4,0.04462311557788944,540.1196408002265,432.42203398301433,403.85811450343294,459.82717892969964,-107.6976068172122,-136.26152629679362,-80.2924618705269,1000
AP4,0.044924623115577884,540.1196408002265,431.8256905318314,403.4763082273692,458.91651874615405,-108.29395026839514,-136.64333257285733,-81.20312205407248,1000
AP4,0.045226130653266326,540.1196408002265,430.9675997874598,402.87775278110496,458.1255602761257,-109.15204101276677,-137.24188801912155,-81.99408052410082,1000
AP4,0.04552763819095477,540.1196408002265,430.0690410025752,401.93983068252214,457.3566491700242,-110.05059979765136,-138.17981011770436,-82.76299163020234,1000
AP4,0.04582914572864321,540.1196408002265,429.3951337604598,401.04995744085886,456.69516107213656,-110.7245070397667,-139.06968335936764,-83.42447972808998,1000
AP4,0.04613065326633165,540.1196408002265,428.7568313842787,400.4365288494057,455.816427914262,-111.36280941594782,-139.68311195082086,-84.3032128859645,1000
AP4,0.046432160804020094,540.1196408002265,428.016840486164,400.1862472778363,455.03451430510216,-112.1028003140625,-139.93339352239022,-85.08512649512437,1000
AP4,0.046733668341708536,540.1196408002265,427.39391667392965,399.66337423427916,454.33310890985274,-112.72572412629691,-140.45626656594737,-85.78653189037377,1000
AP4,0.04703517587939698,540.1196408002265,426.4692030175416,399.291158404377,453.4614132680149,-113.65043778268495,-140.82848239584956,-86.65822753221164,1000
AP4,0.04733668341708542,540.1196408002265,425.77103006985584,398.8820482306014,452.6660213071691,-114.3486107303707,-141.23759256962515,-87.45361949305743,1000
AP4,0.04763819095477386,540.1196408002265,424.93127692465544,397.54725514500797,451.5065513977858,-115.18836387557108,-142.57238565521854,-88.6130894024407,1000
AP4,0.0479396984924623,540.1196408002265,424.41465368150455,396.84433529508715,450.7392480109329,-115.70498711872199,-143.2753055051394,-89.38039278929367,1000
AP4,0.04824120603015075,540.1196408002265,423.81382329394177,396.31462366887195,449.5168870655493,-116.30581750628477,-143.80501713135456,-90.60275373467722,1000
AP4,0.048542713567839194,540.1196408002265,423.13158985635914,395.65361008264966,448.9515043505396,-116.98805094386739,-144.46603071757687,-91.16813644968695,1000
AP4,0.048844221105527635,540.1196408002265,422.42081578792806,395.1583890022256,447.8892861765852,-117.6988250122985,-144.96125179800094,-92.23035462364135,1000
AP4,0.04914572864321608,540.1196408002265,421.76687398670447,394.8393813299434,446.82659000881887,-118.35276681352207,-145.28025947028308,-93.29305079140767,1000
AP4,0.04944723618090452,540.1196408002265,420.9217443475474,394.523215683874,446.0001594808131,-119.19789645267912,-145.59642511635255,-94.11948131941342,1000
AP4,0.04974874371859296,540.1196408002265,420.23309430630445,394.09141950952835,444.9748060361341,-119.88654649392211,-146.02822129069818,-95.14483476409242,1000
AP4,0.0500502512562814,540.1196408002265,419.3565696999103,393.3311361081876,444.09863345826386,-120.76307110031618,-146.78850469203897,-96.02100734196264,1000
AP4,0.050351758793969845,540.1196408002265,418.69841541671803,392.4958557034811,443.1101095406401,-121.42122538350847,-147.62378509674548,-97.0095312595864,1000
AP4,0.050653266331658287,540.1196408002265,417.7567021469106,391.78517866918855,442.6163920826938,-122.36293865331595,-148.33446213103798,-97.50324871753278,1000
AP4,0.05095477386934673,540.1196408002265,417.2647273132949,391.06628283594455,441.8148342925889,-122.85491348693165,-149.053357964282,-98.30480650763764,1000
AP4,0.05125628140703517,540.1196408002265,416.55775148947083,390.3150049249284,441.0148091614409,-123.5618893107557,-149.8046358752981,-99.10483163878561,1000
AP4,0.05155778894472361,540.1196408002265,415.7707125147319,389.41196822255375,440.2092441285528,-124.34892828549467,-150.70767257767278,-99.91039667167372,1000
