r_km,r_over_R,epsratio
8.25,0.6875,1.1846885829288686e-08
8.3,0.6916666666666667,1.1763599627852538e-08
8.35,0.6958333333333333,1.1679381222880417e-08
8.399999999999999,0.7,1.1594211571137876e-08
8.45,0.7041666666666666,1.1508072575876546e-08
8.5,0.7083333333333334,1.1420947117775357e-08
8.55,0.7125,1.1332819083739515e-08
8.6,0.7166666666666667,1.1243673393502858e-08
8.65,0.7208333333333333,1.1153496023983968e-08
8.7,0.725,1.1062274031350671e-08
8.75,0.7291666666666666,1.0969995570752442e-08
8.799999999999999,0.7333333333333333,1.0876649913684894e-08
8.850000000000001,0.7375,1.0782227462955322e-08
8.9,0.7416666666666667,1.0686719765223226e-08
8.95,0.7458333333333333,1.0590119521094538e-08
9.0,0.75,1.0492420592753419e-08
9.05,0.7541666666666667,1.0393618009120387e-08
9.1,0.7583333333333333,1.0293707968530548e-08
9.149999999999999,0.7625,1.0192687838930894e-08
9.2,0.7666666666666666,1.009055615560048e-08
9.25,0.7708333333333334,9.987312616402556e-09
9.3,0.775,9.88295807458255e-09
9.35,0.7791666666666667,9.777494529130981e-09
9.4,0.7833333333333333,9.670925112735204e-09
9.45,0.7875,9.563254077348963e-09
9.5,0.7916666666666666,9.454486777413424e-09
9.549999999999999,0.7958333333333333,9.344629650768326e-09
9.600000000000001,0.8,9.233690197296503e-09
9.65,0.8041666666666667,9.121676955349777e-09
9.7,0.8083333333333333,9.0085994760086e-09
9.75,0.8125,8.894468295232562e-09
9.8,0.8166666666666667,8.779294903962898e-09
9.85,0.8208333333333333,8.663091716242595e-09
9.899999999999999,0.825,8.545872035423654e-09
9.95,0.8291666666666666,8.427650018535065e-09
10.0,0.8333333333333334,8.308440638888886e-09
10.05,0.8375,8.18825964700542e-09
10.1,0.8416666666666667,8.067123529941986e-09
10.15,0.8458333333333333,7.945049469113212e-09
10.2,0.85,7.82205529669375e-09
10.25,0.8541666666666666,7.6981594506975e-09
10.299999999999999,0.8583333333333333,7.573380928830022e-09
10.35,0.8624999999999999,7.4477392412135704e-09
10.4,0.8666666666666667,7.3212543620864586e-09
10.45,0.8708333333333333,7.193946680580793e-09
10.5,0.875,7.0658369506844145e-09
10.55,0.8791666666666667,6.936946240494878e-09
10.6,0.8833333333333333,6.807295880874692e-09
10.649999999999999,0.8875,6.676907413618446e-09
10.7,0.8916666666666666,6.545802539243576e-09
10.75,0.8958333333333334,6.414003064517395e-09
10.8,0.9,6.281530849833671e-09
10.85,0.9041666666666667,6.148407756552491e-09
10.9,0.9083333333333333,6.0146555944173355e-09
10.95,0.9125,5.880296069163259e-09
11.0,0.9166666666666666,5.74535073042985e-09
11.049999999999999,0.9208333333333333,5.609840920092073e-09
11.1,0.9249999999999999,5.473787721121461e-09
11.15,0.9291666666666667,5.337211907089106e-09
11.2,0.9333333333333333,5.200133892420774e-09
11.25,0.9375,5.062573683512956e-09
11.3,0.9416666666666667,4.924550830817181e-09
11.35,0.9458333333333333,4.786084381997933e-09
11.399999999999999,0.95,4.647192836267469e-09
11.45,0.9541666666666666,4.507894099998619e-09
11.5,0.9583333333333334,4.368205443713989e-09
11.55,0.9625,4.228143460547483e-09
11.6,0.9666666666666667,4.087724026270928e-09
11.65,0.9708333333333333,3.946962260975659e-09
11.7,0.975,3.805872492495529e-09
11.75,0.9791666666666666,3.66446822165432e-09
11.799999999999999,0.9833333333333333,3.5227620894169125e-09
11.85,0.9874999999999999,3.3807658460197012e-09
11.9,0.9916666666666667,3.2384903221517518e-09
11.95,0.9958333333333333,3.09594540225408e-09
12.0,1.0,2.9531399999999996e-09
