r_km,r_over_R,epsratio
5.3,0.44166666666666665,0.04877118182354848
5.35,0.4458333333333333,0.04855771007582823
5.4,0.45,0.0483447443528176
5.45,0.45416666666666666,0.048132306923291415
5.5,0.4583333333333333,0.04792041583080922
5.55,0.46249999999999997,0.04770908488072752
5.6,0.4666666666666667,0.047498323635231605
5.65,0.4708333333333333,0.04728813741637724
5.699999999999999,0.475,0.04707852731711746
5.75,0.4791666666666667,0.046869490220274174
5.8,0.48333333333333334,0.0466610188253993
5.85,0.4875,0.04645310168345512
5.8999999999999995,0.49166666666666664,0.04624572323922824
5.95,0.49583333333333335,0.046038863881377345
6.0,0.5,0.0458325
6.05,0.5041666666666667,0.045626604051589414
6.1,0.5083333333333333,0.04542114463123843
6.1499999999999995,0.5125,0.04521608655193365
6.199999999999999,0.5166666666666666,0.045011390930769654
6.25,0.5208333333333334,0.04480701528189987
6.300000000000001,0.525,0.04460291361602789
6.35,0.5291666666666667,0.044399036546230716
6.4,0.5333333333333333,0.0441953313998937
6.449999999999999,0.5375,0.04399174233652463
6.5,0.5416666666666666,0.04378821047120441
6.549999999999999,0.5458333333333333,0.043584674003420386
6.6000000000000005,0.55,0.043381068351018424
6.65,0.5541666666666667,0.04317732628900055
6.7,0.5583333333333333,0.04297337809288568
6.75,0.5625,0.04276915168634235
6.8,0.5666666666666667,0.04256457279279484
6.85,0.5708333333333333,0.04235956509069629
6.8999999999999995,0.575,0.042154050372156006
6.949999999999999,0.5791666666666666,0.041947948704601785
7.0,0.5833333333333334,0.041741178595152785
7.050000000000001,0.5875,0.04153365715737349
7.1,0.5916666666666667,0.04132530028007495
7.15,0.5958333333333333,0.04111602279782629
7.199999999999999,0.6,0.04090573866283625
7.25,0.6041666666666666,0.04069436111786217
7.299999999999999,0.6083333333333333,0.04048180286980283
7.3500000000000005,0.6125,0.0402679762636299
7.4,0.6166666666666667,0.0400527934563131
7.45,0.6208333333333333,0.039836166590394344
7.5,0.625,0.039618007966867284
7.55,0.6291666666666667,0.039398230217020734
7.6,0.6333333333333333,0.03917674647290634
7.6499999999999995,0.6375,0.03895347053609467
7.699999999999999,0.6416666666666666,0.038728317044387256
7.75,0.6458333333333334,0.03850120163615655
7.800000000000001,0.65,0.03827204111199121
7.85,0.6541666666666667,0.03804075359332945
7.9,0.6583333333333333,0.03780725867776969
7.949999999999999,0.6625,0.037571477590754736
8.0,0.6666666666666666,0.03733333333333333
8.049999999999999,0.6708333333333333,0.03709275082571068
8.100000000000001,0.675,0.03684965704630888
8.15,0.6791666666666667,0.036603981166066855
8.2,0.6833333333333333,0.03635565467771939
8.25,0.6875,0.03610461151980542
8.3,0.6916666666666667,0.03585078819516611
8.35,0.6958333333333333,0.03559412388370472
8.399999999999999,0.7,0.035334560549192005
8.45,0.7041666666666666,0.03507204303991308
8.5,0.7083333333333334,0.03480651918296397
8.55,0.7125,0.03453793987201949
8.6,0.7166666666666667,0.03426625914840669
8.65,0.7208333333333333,0.0339914342753326
8.7,0.725,0.033713425805128115
8.75,0.7291666666666666,0.033432197639384514
8.799999999999999,0.7333333333333333,0.03314771708187354
8.850000000000001,0.7375,0.03285995488415649
8.9,0.7416666666666667,0.032568885283802675
8.95,0.7458333333333333,0.0322744860351527
9.0,0.75,0.03197673843257711
9.05,0.7541666666666667,0.03167562732619635
9.1,0.7583333333333333,0.03137114113004291
9.149999999999999,0.7625,0.031063271822662674
9.2,0.7666666666666666,0.030752014940166845
9.25,0.7708333333333334,0.030437369561762396
9.3,0.775,0.030119338287803134
9.35,0.7791666666666667,0.0297979272104197
9.4,0.7833333333333333,0.02947314587680125
9.45,0.7875,0.029145007245217184
9.5,0.7916666666666666,0.0288135276338815
9.549999999999999,0.7958333333333333,0.02847872666277756
9.600000000000001,0.8,0.028140627188575053
9.65,0.8041666666666667,0.02779925523278544
