rho_c,M_msun,R_km,Lambda,C,k2,profile,W_max,W_center
158489319246111.1,0.046040795377205686,6.320876801320635,1995953521.0710888,0.01075595193856451,0.43100861185428596,,0.0,0.0
199526231496887.47,0.08021828460092414,7.043184675466004,208439567.91697478,0.016818515344273813,0.42073602754398487,,0.0,0.0
251188643150957.2,0.13804192118691375,7.8151242004829715,22375361.979151186,0.026083055864441016,0.40518530536081004,,0.0,0.0
316227766016837.94,0.23310280110065215,8.616483399622524,2506201.894152124,0.039948529500493074,0.38248226373140604,,0.0,0.0
398107170553496.94,0.38273632662529494,9.410469432292814,299233.2888043947,0.06005812326913278,0.3507195294955807,,0.0,0.0
501187233627271.44,0.603626839767597,10.139255341739409,39249.54511890493,0.0879115308704904,0.30913992770946225,,0.0,0.0
630957344480191.8,0.8985816132722791,10.720273034854964,5949.865956588058,0.12377560057704796,0.2592827666216598,,0.0,0.0
794328234724282.1,1.2476923497405643,11.074349480012334,1074.507444373319,0.1663690928231509,0.2054300303221794,,0.0,0.0
1000000000000000.0,1.5989757742850415,11.142198759176035,240.4466528010871,0.21191141116908724,0.1541280602188416,,0.0,0.0
1258925411794166.2,1.8683909085146857,10.924583421766851,73.27746481444166,0.25254933017481146,0.11292570215257443,,0.0,0.0
1584893192461110.8,2.0286595783147576,10.47208989366365,28.358811740753076,0.28606134431052443,0.08148452997077646,,0.0,0.0
1995262314968882.8,2.076851492590947,9.875578164294701,13.640501899313488,0.3105462384951554,0.05909530459217003,,0.0,0.0
2511886431509582.0,2.0362610980232447,9.232029403245008,7.9833800044968655,0.32570141570655015,0.04389108253300029,,0.0,0.0
3162277660168379.0,1.940964614263661,8.623575062404147,5.625666925873294,0.33236373505311706,0.03422420976093773,,0.0,0.0
3981071705534969.0,1.823337501036496,8.110627330408443,4.77036634537711,0.33196781390887253,0.02884847658536336,,0.0,0.0
5011872336272715.0,1.708578360400204,7.731792328628092,4.821026064704009,0.3263157845324934,0.026755997603933473,,0.0,0.0
6309573444801942.0,1.6139157276159868,7.503985220782229,5.579340546379994,0.31759396756971175,0.027041784853953005,,0.0,0.0
7943282347242821.0,1.5490371367382527,7.419836291093714,6.89771587024506,0.30828391629775764,0.028810506750710455,,0.0,0.0
