r_km,epsratio
0.05,0.010626225483675299
0.1045662100456621,0.010639798881582426
0.1591324200913242,0.010654699632499418
0.2136986301369863,0.010671042406619115
0.2682648401826484,0.010688950152458753
0.3228310502283105,0.010708554529405402
0.3773972602739726,0.01072999634662859
0.43196347031963467,0.010753426006662755
0.48652968036529676,0.01077900395175606
0.5410958904109588,0.010806901110868166
0.595662100456621,0.010837299344979004
0.6502283105022831,0.010870391888144147
0.7047945205479452,0.01090638378150165
0.7593607305936073,0.010945492297201272
0.8139269406392694,0.010987947348991804
0.8684931506849315,0.011033991885967112
0.9230593607305936,0.011083882265738691
0.9776255707762557,0.011137888603074034
1.0321917808219176,0.011196295089818144
1.08675799086758,0.01125940028170242
1.141324200913242,0.011327517347443682
1.1958904109589041,0.011400974275348726
1.2504566210045662,0.011480114032469405
1.3050228310502283,0.011565294671202852
1.3595890410958904,0.011656889378103856
1.4141552511415525,0.011755286459574864
1.4687214611872146,0.0118608892590266
1.5232876712328767,0.01197411600006195
1.5778538812785388,0.012095399550230871
1.6324200913242009,0.012225187099937328
1.686986301369863,0.012363939751154062
1.741552511415525,0.012512132010719905
1.7961187214611871,0.01267025118316004
1.8506849315068492,0.012838796658184931
1.9052511415525113,0.013018279088290523
1.9598173515981734,0.013209219452202778
2.0143835616438355,0.013412148000285704
2.0689497716894976,0.013627603078464529
2.1235159817351597,0.01385612982770598
2.1780821917808217,0.014098278756645972
2.232648401826484,0.014354604185561433
2.287214611872146,0.01462566256054699
2.341780821917808,0.014912010637478037
2.39634703196347,0.01521420353611691
2.450913242009132,0.015532792665547445
2.5054794520547943,0.015868323523001
2.5600456621004564,0.016221333369061473
2.6146118721461185,0.016592348783203478
2.6691780821917805,0.016981883104621783
2.7237442922374426,0.017390433764345854
2.7783105022831047,0.01781847951569531
2.832876712328767,0.018266477571212764
2.887442922374429,0.018734860655303037
2.942009132420091,0.019224033982904287
2.996575342465753,0.019734372175608406
3.051141552511415,0.020266216127726208
3.1057077625570773,0.02081986983584864
3.1602739726027393,0.021395597206478007
3.2148401826484014,0.021993618857283327
3.2694063926940635,0.022614108928461944
3.3239726027397256,0.023257191921553406
3.3785388127853877,0.02392293958384277
3.43310502283105,0.024611367857197627
3.487671232876712,0.025322433910796055
3.542237442922374,0.026056033277712273
3.596803652968036,0.026811997115722838
3.651369863013698,0.027590089612969756
3.7059360730593602,0.028390005559260544
3.7605022831050223,0.02921136810378985
3.8150684931506844,0.030053726719927218
3.8696347031963465,0.03091655539742469
3.9242009132420086,0.03179925108195061
3.9787671232876707,0.03270113238125014
4.033333333333333,0.03362143855646422
4.087899543378995,0.034559328816207276
4.142465753424657,0.03551388192990953
4.1970319634703195,0.03648409617567368
4.251598173515982,0.03746888963648174
4.306164383561644,0.03846710085701965
4.360730593607306,0.039477489871672114
4.415296803652968,0.04049873961238448
4.46986301369863,0.04152945770310254
4.524429223744292,0.04256817864539452
4.578995433789954,0.043613366397645716
4.633561643835616,0.04466341734790652
4.688127853881278,0.04571666367808674
4.74269406392694,0.04677137711473553
4.7972602739726025,0.047825773059147335
4.8518264840182646,0.048878015087005365
4.906392694063927,0.049926219805236094
4.960958904109589,0.05096846205121875
5.015525114155251,0.05200278041699433
5.070091324200913,0.053027183078668993
5.124657534246575,0.054039653908826264
5.179223744292237,0.05503815884747418
5.233789954337899,0.0560206525048742
5.288356164383561,0.05698508496755154
5.342922374429223,0.057929408776887355
5.397488584474885,0.05885158604796324
5.4520547945205475,0.05974959569478241
5.50662100456621,0.06062144072664718
5.561187214611872,0.061465155579343705
5.615753424657534,0.062278813443883814
5.670319634703196,0.06306053355489373
5.724885844748858,0.06380848840032811
5.77945205479452,0.06452091081403363
5.834018264840182,0.06519610091279432
5.888584474885844,0.06583243283986466
5.943150684931506,0.06642836127763657
5.997716894977168,0.06698242769299145
6.0522831050228305,0.06749326628005632
6.106849315068493,0.0679596095665052
6.161415525114155,0.06838029365121814
6.215981735159817,0.06875426304301827
6.270547945205479,0.06908057507233961
6.325114155251141,0.06935840385002287
6.379680365296803,0.06958704374997231
6.434246575342465,0.06976591239512103
6.488812785388127,0.06989455312902021
6.543378995433789,0.06997263695837153
6.597945205479451,0.06999996395493789
6.6525114155251135,0.06997646410847114
6.707077625570776,0.06990219762556427
6.761643835616438,0.06977735467264254
6.8162100456621,0.06960225456462894
6.870776255707762,0.06937734440412897
6.925342465753424,0.06910319717925116
6.979908675799086,0.06878050933139024
7.034474885844748,0.06841009780742248
7.08904109589041,0.06799289661377567
7.143607305936072,0.06752995289271606
7.198173515981734,0.06702242254391991
7.2527397260273965,0.06647156541694872
7.307305936073059,0.06587874010260543
7.361872146118721,0.06524539835329846
7.416438356164383,0.06457307916446575
7.471004566210045,0.06386340255080004
7.525570776255707,0.06311806305245823
7.580136986301369,0.062338823007624715
7.634703196347031,0.06152750562872357
7.689269406392693,0.06068598792023475
7.743835616438355,0.05981619347646308
7.798401826484017,0.05892008519773694
7.8529680365296795,0.05799965796337886
7.9075342465753415,0.05705693129939803
7.962100456621004,0.05609394207821294
8.016666666666666,0.05511273728682929
8.07123287671233,0.05411536689878639
8.125799086757992,0.05310387688385577
8.180365296803654,0.05208030238794485
8.234931506849316,0.051046661113941696
8.289497716894978,0.05000494693234958
8.34406392694064,0.04895712374852325
8.398630136986302,0.04790511965114952
8.453196347031964,0.04685082136433309
8.507762557077626,0.045796069023274724
8.562328767123288,0.04474265129108413
8.61689497716895,0.04369230083177255
8.671461187214613,0.04264669015194309
8.726027397260275,0.04160742782115803
8.780593607305937,0.04057605507843267
8.835159817351599,0.0395540428298027
8.889726027397261,0.03854278903945571
8.944292237442923,0.0375436165145225
8.998858447488585,0.036557771081309275
9.053424657534247,0.03558642014852917
9.10799086757991,0.03463065165097697
9.162557077625571,0.03369147336509534
9.217123287671233,0.03276981258601518
9.271689497716896,0.03186651615392642
9.326255707762558,0.03098235081605646
9.38082191780822,0.030118003909107547
9.435388127853882,0.02927408434573595
9.489954337899544,0.028451123887549827
9.544520547945206,0.027649578686158128
9.599086757990868,0.026869831073022498
9.65365296803653,0.026112191578245753
9.708219178082192,0.025376901157971452
9.762785388127854,0.024664133609766648
9.817351598173516,0.023973998155208422
9.871917808219179,0.02330654216888922
9.92648401826484,0.02266175403318886
9.981050228310503,0.022039566098425552
10.035616438356165,0.021439857728385286
10.090182648401827,0.020862458411730147
10.144748858447489,0.02030715092039186
10.199315068493151,0.01977367449675702
10.253881278538813,0.019261728052235604
10.308447488584475,0.01877097336066357
10.363013698630137,0.018301038230913214
10.4175799086758,0.01785151964406211
10.472146118721462,0.01742198684149099
10.526712328767124,0.017011984351334677
10.581278538812786,0.016621034941786902
10.635844748858448,0.016248642490850996
10.69041095890411,0.015894294763224872
10.744977168949772,0.015557466086101883
10.799543378995434,0.015237619916750968
10.854109589041096,0.014934211295803005
10.908675799086758,0.014646689181208365
10.96324200913242,0.014374498658837118
11.017808219178082,0.014117083026662956
11.072374429223744,0.013873885750399668
11.126940639269407,0.013644352289340604
11.181506849315069,0.013427931791983603
11.23607305936073,0.01322407866180353
11.290639269406393,0.01303225399425932
11.345205479452055,0.012851926886790757
11.399771689497717,0.012682575624171048
