r_over_R,epsratio
0.0,0.06
0.005025125628140704,0.05999893942072169
0.010050251256281407,0.0599957576828868
0.01507537688442211,0.05999045478649529
0.020100502512562814,0.05998303073154718
0.02512562814070352,0.05997348551804247
0.03015075376884422,0.059961819145981164
0.035175879396984924,0.05994803161536324
0.04020100502512563,0.05993212292618873
0.04522613065326633,0.0599140930784576
0.05025125628140704,0.05989394207216989
0.05527638190954774,0.059871669907325564
0.06030150753768844,0.059847276583924636
0.06532663316582915,0.05982076210196711
0.07035175879396985,0.05979212646145298
0.07537688442211056,0.059761369662382255
0.08040201005025126,0.05972849170475493
0.08542713567839195,0.059693492588571
0.09045226130653267,0.059656372313830454
0.09547738693467336,0.05961713088053331
0.10050251256281408,0.05957576828867958
0.10552763819095477,0.05953228453826923
0.11055276381909548,0.05948667962930229
0.11557788944723618,0.059438953561778744
0.12060301507537688,0.059389106335698584
0.12562814070351758,0.05933713795106184
0.1306532663316583,0.05928304840786848
0.135678391959799,0.05922683770611853
0.1407035175879397,0.059168505845811965
0.1457286432160804,0.0591080528269488
0.15075376884422112,0.05904547864952904
0.15577889447236182,0.05898078331355268
0.16080402010050251,0.05891396681901971
0.1658291457286432,0.05884502916593015
0.1708542713567839,0.05877397035428397
0.17587939698492464,0.05870079038408121
0.18090452261306533,0.05862548925532182
0.18592964824120603,0.05854806696800586
0.19095477386934673,0.058468523522133276
0.19597989949748745,0.05838685891770409
0.20100502512562815,0.05830307315471831
0.20603015075376885,0.05821716623317592
0.21105527638190955,0.05812913815307694
0.21608040201005024,0.05803898891442135
0.22110552763819097,0.05794671851720915
0.22613065326633167,0.057852326961440353
0.23115577889447236,0.05775581424711497
0.23618090452261306,0.05765718037423297
0.24120603015075376,0.05755642534279437
0.24623115577889448,0.057453549152799176
0.25125628140703515,0.05734855180424736
0.2562814070351759,0.05724143329713896
0.2613065326633166,0.05713219363147394
0.2663316582914573,0.05702083280725234
0.271356783919598,0.05690735082447412
0.2763819095477387,0.056791747683139306
0.2814070351758794,0.05667402338324789
0.2864321608040201,0.05655417792479987
0.2914572864321608,0.05643221130779525
0.2964824120603015,0.056308123532234036
0.30150753768844224,0.0561819145981162
0.3065326633165829,0.05605358450544178
0.31155778894472363,0.05592313325421075
0.3165829145728643,0.05579056084442311
0.32160804020100503,0.05565586727607888
0.32663316582914576,0.05551905254917804
0.3316582914572864,0.055380116663720606
0.33668341708542715,0.05523905961970657
0.3417085427135678,0.05509588141713593
0.34673366834170855,0.05495058205600868
0.35175879396984927,0.05480316153632484
0.35678391959798994,0.05465361985808439
0.36180904522613067,0.05450195702128734
0.36683417085427134,0.05434817302593368
0.37185929648241206,0.05419226787202343
0.3768844221105528,0.05403424155955657
0.38190954773869346,0.053874094088533116
0.3869346733668342,0.05371182545895305
0.3919597989949749,0.05354743567081639
0.3969849246231156,0.053380924724123126
0.4020100502512563,0.05321229261887325
0.40703517587939697,0.05304153935506678
0.4120603015075377,0.05286866493270372
0.4170854271356784,0.05269366935178404
0.4221105527638191,0.05251655261230776
0.4271356783919598,0.05233731471427489
0.4321608040201005,0.0521559556576854
0.4371859296482412,0.05197247544253933
0.44221105527638194,0.05178687406883664
0.4472361809045226,0.05159915153657735
0.45226130653266333,0.05140930784576146
0.457286432160804,0.05121734299638897
0.4623115577889447,0.05102325698845988
0.46733668341708545,0.05082704982197419
0.4723618090452261,0.0506287214969319
0.47738693467336685,0.05042827201333299
0.4824120603015075,0.050225701371177496
0.48743718592964824,0.05002100957046539
0.49246231155778897,0.04981419661119668
0.49748743718592964,0.049605262493371376
0.5025125628140703,0.04939420721698947
0.507537688442211,0.04918103078205096
0.5125628140703518,0.048965733188555835
0.5175879396984925,0.048748314436504125
0.5226130653266332,0.0485287745258958
0.5276381909547738,0.04830711345673089
0.5326633165829145,0.04808333122900937
0.5376884422110553,0.04785742784273124
0.542713567839196,0.047629403297896514
0.5477386934673367,0.04739925759450519
0.5527638190954774,0.04716699073255724
0.5577889447236181,0.04693260271205272
0.5628140703517588,0.04669609353299159
0.5678391959798995,0.046457463195373846
0.5728643216080402,0.046216711699199504
0.577889447236181,0.04597383904446856
0.5829145728643216,0.04572884523118103
0.5879396984924623,0.04548173025933688
0.592964824120603,0.04523249412893614
0.5979899497487438,0.04498113683997878
0.6030150753768845,0.04472765839246483
0.6080402010050251,0.044472058786394285
0.6130653266331658,0.04421433802176713
0.6180904522613065,0.043954496098583366
0.6231155778894473,0.043692533016843005
0.628140703517588,0.04342844877654604
0.6331658291457286,0.04316224337769248
0.6381909547738693,0.04289391682028232
0.6432160804020101,0.042623469104315546
0.6482412060301508,0.042350900229792175
0.6532663316582915,0.0420762101967122
0.6582914572864321,0.04179939900507562
0.6633165829145728,0.04152046665488245
0.6683417085427136,0.04123941314613267
0.6733668341708543,0.04095623847882629
0.678391959798995,0.040670942652963296
0.6834170854271356,0.04038352566854373
0.6884422110552764,0.04009398752556753
0.6934673366834171,0.03980232822403474
0.6984924623115578,0.03950854776394535
0.7035175879396985,0.03921264614529935
0.7085427135678392,0.038914623368096764
0.7135678391959799,0.03861447943233757
0.7185929648241206,0.03831221433802177
0.7236180904522613,0.03800782808514936
0.7286432160804021,0.037701320673720354
0.7336683417085427,0.03739269210373476
0.7386934673366834,0.03708194237519254
0.7437185929648241,0.03676907148809373
0.7487437185929648,0.036454079442438315
0.7537688442211056,0.0361369662382263
0.7587939698492463,0.035817731875457684
0.7638190954773869,0.03549637635413246
0.7688442211055276,0.03517289967425065
0.7738693467336684,0.03484730183581222
0.7788944723618091,0.034519582838817196
0.7839195979899498,0.034189742683265564
0.7889447236180904,0.03385778136915734
0.7939698492462312,0.03352369889649251
0.7989949748743719,0.03318749526527107
0.8040201005025126,0.03284917047549304
0.8090452261306533,0.032508724527158396
0.8140703517587939,0.03216615742026716
0.8190954773869347,0.031821469154819315
0.8241206030150754,0.031474659730814876
0.8291457286432161,0.031125729148253824
0.8341708542713568,0.03077467740713618
0.8391959798994975,0.030421504507461925
0.8442211055276382,0.03006621044923108
0.8492462311557789,0.02970879523244362
0.8542713567839196,0.029349258857099565
0.8592964824120604,0.028987601323198903
0.864321608040201,0.028623822630741647
0.8693467336683417,0.02825792277972778
0.8743718592964824,0.027889901770157318
0.8793969849246231,0.02751975960203025
0.8844221105527639,0.02714749627534658
0.8894472361809045,0.026773111790106312
0.8944723618090452,0.026396606146309436
0.8994974874371859,0.026017979343955958
0.9045226130653267,0.02563723138304588
0.9095477386934674,0.025254362263579196
0.914572864321608,0.024869371985555923
0.9195979899497487,0.024482260548976034
0.9246231155778895,0.024093027953839545
0.9296482412060302,0.023701674200146454
0.9346733668341709,0.02330819928789676
0.9396984924623115,0.022912603217090478
0.9447236180904522,0.022514885987727586
0.949748743718593,0.022115047599808084
0.9547738693467337,0.021713088053331983
0.9597989949748744,0.02130900734829928
0.964824120603015,0.020902805484709984
0.9698492462311558,0.020494482462564075
0.9748743718592965,0.02008403828186157
0.9798994974874372,0.019671472942602457
0.9849246231155779,0.01925678644478674
0.9899497487437187,0.018839978788414428
0.9949748743718593,0.01842104997348552
1.0,0.018
