r_km,epsratio
0.05,0.013662289907582526
0.1045662100456621,0.013679741419177403
0.1591324200913242,0.01369889952749925
0.2136986301369863,0.013719911665653147
0.2682648401826484,0.01374293591030411
0.3228310502283105,0.013768141537806944
0.3773972602739726,0.013795709588522472
0.43196347031963467,0.013825833437137827
0.48652968036529676,0.013858719366543504
0.5410958904109588,0.013894587142544783
0.595662100456621,0.013933670586401574
0.6502283105022831,0.013976218141899616
0.7047945205479452,0.014022493433359264
0.7593607305936073,0.014072775810687346
0.8139269406392694,0.014127360877275175
0.8684931506849315,0.014186560996243429
0.9230593607305936,0.014250705770235458
0.9776255707762557,0.014320142489666614
1.0321917808219176,0.014395236544051898
1.08675799086758,0.01447637179076025
1.141324200913242,0.014563950875284733
1.1958904109589041,0.014658395496876931
1.2504566210045662,0.014760146613174948
1.3050228310502283,0.014869664577260808
1.3595890410958904,0.01498742920041924
1.4141552511415525,0.01511393973373911
1.4687214611872146,0.015249714761605627
1.5232876712328767,0.01539529200007965
1.5778538812785388,0.015551227993153975
1.6324200913242009,0.015718097699919418
1.686986301369863,0.015896493965769507
1.741552511415525,0.01608702687092559
1.7961187214611871,0.01629032294977719
1.8506849315068492,0.016507024274809195
1.9052511415525113,0.01673778739923067
1.9598173515981734,0.01698328215283214
2.0143835616438355,0.017244190286081616
2.0689497716894976,0.01752120395802582
2.1235159817351597,0.0178150240641934
2.1780821917808217,0.018126358401401962
2.232648401826484,0.01845591966715041
2.287214611872146,0.018804423292131844
2.341780821917808,0.0191725851053289
2.39634703196347,0.01956111883215031
2.450913242009132,0.019970733427132428
2.5054794520547943,0.020402130243858427
2.5600456621004564,0.020856000045936175
2.6146118721461185,0.021333019864118754
2.6691780821917805,0.02183384970594229
2.7237442922374426,0.02235912912558752
2.7783105022831047,0.022909473663036823
2.832876712328767,0.023485471162987836
2.887442922374429,0.024087677985389615
2.942009132420091,0.024716615120876938
2.996575342465753,0.025372764225782232
3.051141552511415,0.026056563592790835
3.1057077625570773,0.026768404074662536
3.1602739726027393,0.027508624979757434
3.2148401826484014,0.02827750995936427
